序号,景点名称,地区,评分,评级,地址,评语,价格,销量,省市自治区
68233,固原博物馆,宁夏·固原·原州区,0.76,4A景区,宁夏省固原市原州区西城路133号,古朴典雅、色泽庄重、风格鲜明,0,0,宁夏回族自治区
68234,中阿之轴,宁夏·银川·金凤区,0,\N,宁夏银川市阅海湾CBD,见证中阿友谊,0,0,宁夏回族自治区
68235,多宝塔,宁夏·银川·永宁县,0.7,\N,宁夏回族自治区银川永宁县多宝塔,多宝塔俗称李俊塔。位于永宁县城西南约24公里的李俊镇西侧。塔为八角形楼阁式砖塔，13层，连同塔顶及塔刹总高31．52米。,0,0,宁夏回族自治区
68236,老龙潭,宁夏·固原·泾源县,0.82,\N,宁夏固原泾源县六盘山东麓,黄土高原上的天然水塔，养育无数两岸人民,0,0,宁夏回族自治区
68237,宁夏大剧院,宁夏·银川·金凤区,0,\N,宁夏省银川市金凤区人民广场东侧,规模大、功能齐全、设施先进大型剧院建筑,0,0,宁夏回族自治区
68238,贺兰山·1958创意产业休闲区,宁夏·银川·贺兰县,0,3A景区,宁夏省银川市贺兰县贺兰山镇苏路9公里处,机车主题文化创意展示,0,0,宁夏回族自治区
68239,流芳园,宁夏·银川·西夏区,0,\N,宁夏省银川市西夏区北京西路与金波南街交叉口西侧20米,西夏流芳园,0,0,宁夏回族自治区
68240,华夏河图艺术节,宁夏·银川·华夏河图.银川艺术小镇,0,\N,宁夏回族自治区首府银川市兴庆区鱼悦南街2号,演出时间表：9月24日：14:00—15:30：,0,0,宁夏回族自治区
68241,灵武高庙,宁夏·银川·灵武市,0,\N,宁夏回族自治区银川灵武市灵武高庙,登上庙俯瞰，全城美景皆收入眼中,0,0,宁夏回族自治区
68242,星悦城恐龙公园,宁夏·银川·金凤区,0,\N,宁夏回族自治区银川市 金凤区北京中路196号星悦城购物广场,触摸并与图画拍照，成为图画中的主人公,0,0,宁夏回族自治区
68243,胭脂峡,宁夏·固原·泾源县,0.74,\N,宁夏固原市泾源县黄花乡羊槽村,奇峰对峙，怪石嶙峋，景色别致，风光媚人,0,0,宁夏回族自治区
68244,西夏博物馆,宁夏·银川·西夏陵,0.7,\N,宁夏回族自治区银川西夏区西夏王陵内,到这里可以领略西夏王国往日的辉煌和灿烂,0,0,宁夏回族自治区
68245,盐湖,宁夏·固原·原州区,0.7,\N,宁夏固原市原州区边缘,虽经百代而不枯竭,0,0,宁夏回族自治区
68246,影视一条街,宁夏·银川·镇北堡西部影城,0,\N,宁夏银川市西夏区镇北堡西部影城内,身历其境，体验影视剧中的场景,0,0,宁夏回族自治区
68247,8090密室逃脱,宁夏·银川·兴庆区,0,\N,宁夏省银川市兴庆区南熏东路温州商城东边丰泽园小区2号楼3单元301室,准备好来这里头脑风暴了吗,0,0,宁夏回族自治区
68248,银川市体育中心水上乐园,宁夏·银川·西夏区,0,\N,宁夏银川市西夏区贺兰山路与金波北街交汇处贺兰山体育场,炎炎夏日的清爽好去处,0,0,宁夏回族自治区
68250,海宝公园,宁夏·银川·兴庆区,0,\N,宁夏银川市兴庆区海宝公园,多样的大型娱乐项目，让心情在乐园中飞扬,0,0,宁夏回族自治区
68252,高庙保安寺,宁夏·中卫·中卫高庙,0,\N,宁夏中卫沙坡头区长城西路高庙景区,佛、道、儒三教合一的寺庙,0,0,宁夏回族自治区
68253,西夏利剑户外拓展俱乐部,宁夏·银川·西夏区,0,\N,宁夏银川市西夏区沿山公路高家闸向北（西部影视城方向）云山路向西一公里,专业的教官，专业的带队，专业的战场,0,0,宁夏回族自治区
68254,中国灵武热气球节,宁夏·银川·灵武市,0,\N,银川市灵武市下白路白芨滩国家沙漠公园,每日清晨会有15-20只热气球同时起飞,0,0,宁夏回族自治区
68255,银川东关清真大寺,宁夏·银川·兴庆区,0,\N,宁夏回族自治区银川市兴庆区丽景北街184号东关清真寺,历史悠久的清真寺,0,0,宁夏回族自治区
68256,糖布王国,宁夏·银川,0,\N,宁夏银川市金凤区正源北街277号大阅城三楼,这里是孩子们的乐园,0,0,宁夏回族自治区
68257,红柳生态观光园,宁夏·石嘴山·惠农区,0,\N,宁夏石嘴山区惠农区,美景给人心旷神怡、海阔天空的绝妙享受,0,0,宁夏回族自治区
68258,董府,宁夏·吴忠·利通区,0,\N,宁夏吴忠市利通区吴青公路北侧,董府距宁夏回族自治区吴忠市7千米，在吴青公路北侧500米处，该府西临黄河，北倚秦渠，南与牛首山遥遥相望。董府是自治区重点,0,0,宁夏回族自治区
68259,奇石山文化旅游区,宁夏·石嘴山,0,\N,宁夏石嘴山市大武口区环湖路附近,石嘴山市靓丽的城市名片,0,0,宁夏回族自治区
68260,岩画古村,宁夏·银川·贺兰县,0,\N,银川市贺兰县贺兰山岩画路附近（近贺兰山岩画）,群山相拥，古树环绕，景色宜人,0,0,宁夏回族自治区
68306,五峰山,宁夏·固原·彭阳县,0.7,\N,彭阳县城阳乡韩寨村,五峰山，海拔1523米，山势奇特，中分五指，故名。位于彭阳县城东16公里处的城阳乡韩寨村。北依长城塬，南濒茹河，西临深涧,0,0,宁夏回族自治区
68307,堡子山,宁夏·固原·泾源县,0.72,\N,宁夏省固原市泾源县,群峰叠岸，满目青山，清奇郁秀，气象万千,0,0,宁夏回族自治区
68308,中营堡湖,宁夏·吴忠·利通区,0,\N,宁夏吴忠市利通区马家湖卫生院北300米,中营堡湖位于市区西南，距市区15公里。旧时曾是一座“兵堡”，现存遗址。湖乃“宁夏七十二连湖”之一，是吴忠现存水域面积较大,0,0,宁夏回族自治区
68309,固原清真寺,宁夏·固原,0,\N,宁夏固原市,固原是中国回族的主要聚居地之一，全地区190万多人口中，回族人口占47.8%。从元朝以来，回族人民就在西海固这片黄土地上,0,0,宁夏回族自治区
68310,沙沟拱北,宁夏·固原·西吉县,0.7,\N,宁夏省固原市西吉县沙沟乡沙沟村,自清朝至今，千百名士之墓,0,0,宁夏回族自治区
68311,璎珞宝塔,宁夏·固原·彭阳县,0.7,\N,彭阳县冯庄乡小湾村,璎珞宝塔位于彭阳县城东北60公里的冯庄乡小湾村，塔通高15米，平面呈八形，为七层楼阁式砖塔。宝塔前临深涧，背倚山高。东与,0,0,宁夏回族自治区
68312,西为牡丹产业园,宁夏·银川·贺兰县,0,\N,宁夏银川市贺兰县金贵镇西,唯有牡丹真国色，花开时节动京城,0,0,宁夏回族自治区
68313,恐龙科教亲子乐园,宁夏·银川·金凤区,0,\N,银川市金凤区北京中路196号星悦城购物广场,一家以恐龙为主题的大型室内公园,0,0,宁夏回族自治区
68314,吴忠南大寺,宁夏·吴忠·利通区,0,\N,宁夏回族自治区吴忠市利通区,吴忠南大寺位于宁夏回族自治区吴忠市利通区 。,0,0,宁夏回族自治区
68315,百泉故址,宁夏·固原·彭阳县,0.7,\N,宁夏省固原市彭阳县沟口乡陶家海子,翠山掩映，碧草茵茵，风景秀丽，气候宜人,0,0,宁夏回族自治区
68316,穆斯林国际商贸城大型戏雪乐园,宁夏·银川·兴庆区,0,\N,宁夏银川市兴庆区丽景北街1号,这个冬天一定去过一把滑雪戏雪溜冰瘾,0,0,宁夏回族自治区
68317,古夏山庄,宁夏·银川,0,\N,银川市西夏区兴洲北街沿山公路收费站向南500米,度假山庄,0,0,宁夏回族自治区
68318,河湾水车,宁夏·中卫·沙坡头区,0,\N,宁夏中卫市沙坡头区,河湾水车是历史的见证。过去它是属于财主家的，农民要想浇田，先得向财主家交钱，没有钱，只好干瞪着眼看着庄稼旱死，不知有多少,0,0,宁夏回族自治区
68319,凉天峡,宁夏·固原·泾源县,0,\N,固原市泾源县,怪石嶙峋，犹如天然屏障,0,0,宁夏回族自治区
68320,都督府,宁夏·银川·镇北堡西部影城,0,\N,宁夏银川市西夏区镇北堡西部影视城内,中国古代庭院结合罗马式建筑，极具特色,0,0,宁夏回族自治区
68396,出火,台湾·屏东·恒春古城,0,\N,台湾省屏东县恒春古城东门城外往佳乐水途中的公路左侧,恒春半岛著名地质景观，天然形成极为神奇,177,59,台湾省
68397,华山1914创意文化园区,台湾·台北,0,\N,100台湾台北市中正區八德路一段1號,台北酒厂改造的艺术园区，文艺味浓厚,226,49,台湾省
68398,邮政博物馆,台湾·台北,1,\N,台湾台北市重庆南路与南海路的交岔路口,建筑高大、显眼，馆中典藏十分丰富,398,44,台湾省
68400,南方澳,台湾·宜兰,0,\N,台湾宜兰县苏澳镇江夏路85号,渔获量极丰，台湾三大渔业重镇之一,909,59,台湾省
68401,海安路艺术街,台湾·台南,0,\N,台湾省台南市中西区海安路神农街一带海安路艺术商圈,以艺术造街的形式，塑造独特的街道空间,866,59,台湾省
68402,初鹿牧场,台湾·台东,0,\N,台东县卑南乡明峰村,坡度不大，排水良好，且气候温和,676,96,台湾省
68403,朱铭美术馆,台湾·新北,0,\N,台湾省新北市金山区西势湖2号,阳春白雪，高雅艺术的殿堂,288,90,台湾省
68404,爱河风景区,台湾·高雄,0.7,\N,高雄市中正四路底中正大桥两侧。,爱河的夜晚幽静而美丽，游船共赏两岸风光,826,50,台湾省
68405,三峡老街,台湾·台北·一级棒养生会馆,0,\N,台湾台北市,全台湾庙宇建筑的经典之作,326,45,台湾省
68406,铃鹿赛道乐园,台湾·高雄,0,\N,台湾高雄市前镇区中安路1-1号,玩上一整天舍不得离开！,284,98,台湾省
68407,台湾大学,台湾·台北,0,\N,台北市罗斯福路四段一号,当时日本建立的九所帝国大学之一,777.63,43,台湾省
68408,驳二艺术特区,台湾·高雄,0,\N,高雄市盐埕区大勇路1号,一个灌注艺术能量活化的码头仓库,785,33,台湾省
68409,西门红楼,台湾·台北,0,\N,台湾台北市万华区成都路10号,定期上演相声、戏曲、舞台剧、舞蹈,777.63,73,台湾省
68410,鲤鱼潭,台湾·花莲,0.98,\N,台湾花莲县寿丰乡池南村鲤鱼山下,鲤鱼山上有鲤鱼，鲤鱼潭里水中游,676,61,台湾省
68411,云天文化城,广西·玉林·玉州区,0,\N,广西省玉林市玉州区江滨路461号,浓缩著名建筑风格为一体的巨型仿古建筑,160,128,广西壮族自治区
68412,杨堤烟雨,广西·桂林·阳朔县,0,\N,广西桂林阳朔县杨堤乡,青山、秀水、飞瀑、浅滩,130,96,广西壮族自治区
68413,都峤山生态旅游景区,广西·玉林·容县,0,\N,广西省玉林市容县石寨镇,融自然景观与宗教文化为一体的旅游观光区,76,88,广西壮族自治区
68414,老街,广西·北海·海城区,0,\N,广西北海海城区珠海西路与四川路交叉口,东西方文化碰撞的一个美丽的结晶,199,18,广西壮族自治区
68415,百魔洞,广西·河池·巴马县,0.86,\N,广西省河池市巴马瑶族自治县甲篆乡,该洞集天下岩洞之美于一身,78,136,广西壮族自治区
68416,大江埠,广西·北海·银海区,0.72,4A景区,广西壮族自治区北海市银海区银滩镇大江村境内,一幅幅返朴归真的世外桃源生活场景,80,24,广西壮族自治区
68417,天龙顶,广西·梧州·岑溪市,0.78,\N,广西梧州岑溪市南渡镇吉太村,山林水声与风声鸟鸣合奏一曲田园水韵交响乐,40,24,广西壮族自治区
68418,象山传奇,广西·桂林·象山景区,0,\N,广西桂林市象山区象山景区内,将高科技引入景区的全新旅游概念,55,34,广西壮族自治区
68419,遇龙河漂流金龙桥码头,广西·桂林·遇龙河,0,\N,广西壮族自治区桂林市阳朔县白沙镇金龙桥码头,一路翠竹夹道，绿树成行，芳草萋萋,255,262,广西壮族自治区
68420,龙颈河漂流,广西·桂林·阳朔县,0.7,\N,广西省桂林市阳朔县大源林场,感受“大浪扑面，浪遏飞舟”的惊险与刺激,160,142,广西壮族自治区
68421,野人谷漂流,广西·防城港·野人谷景区,0,\N,广西省防城港防城区野人谷景区,山河雄峻、奇石丛林、溪水湍急，漂流刺激,128,306,广西壮族自治区
68422,东兴红石谷漂流,广西·防城港·东兴市,0,\N,广西防城港东兴市马路镇平丰村,北部湾的度假圣地，蔚为壮观,109,62,广西壮族自治区
68423,南宁加勒比水世界,广西·南宁·南宁动物园,0,\N,广西南宁市西乡塘区南宁市动物园内,感受神秘加勒比海风光，让人流连忘返,100,74,广西壮族自治区
68424,南宁乐8小镇儿童职业体验园,广西·南宁·青秀区,0,\N,南宁市青秀区合作路1号昌泰东盟园,游戏中体验成长快乐，角色扮演里拓展视野,58,40,广西壮族自治区
68425,玉石林,广西·贺州·八步区,0.72,\N,广西省贺州市八步区黄田镇清面村,9月莲藕节周末到黄姚畅饮清爽荷叶茶,30,286,广西壮族自治区
68456,广西《坐妹》大型实景演出,广西·柳州·三江县,0,\N,广西柳州三江古宜镇侗乡鸟巢,非物质文化遗产,120,280,广西壮族自治区
68457,阳朔文化古迹山水园,广西·桂林·阳朔县,0.7,3A景区,广西省桂林市阳朔县碧莲峰东麓,阳朔地标级旅游景点 充满传奇的灵秀之山,19.9,16,广西壮族自治区
68458,象鼻山夜游两江四湖,广西·桂林·象山区,0,\N,广西省桂林市象山区漓江1号,多角度欣赏桂林夜景,50,172,广西壮族自治区
68459,火山岛旅游度假风景区,广西·防城港·港口区,0.84,\N,广西省防城港市港口区光坡镇红沙村,植被种类繁多，乃是名副其实的火山岛,35,128,广西壮族自治区
68460,侗乡鸟巢,广西·柳州·三江县,0,\N,广西省柳州市三江县古宜镇,大型的实景风情演出，传统的牛王争霸赛,120,16,广西壮族自治区
68461,布透温泉,广西·防城港·上思县,0,\N,广西防城港市上思县布透果场东南160米,养生保健、休闲娱乐为一体的度假山庄,52.8,148,广西壮族自治区
68462,北海南万海上观光游（北海南万环岛游）,广西·北海·银海区,0,\N,广西北海市银海区海景大道南万码头,海上豪华观光休闲旅游精品,90,10,广西壮族自治区
68463,阳朔星视界趣味蜡像馆,广西·桂林·阳朔县,0,\N,阳朔县阳朔西街115号肯德基2楼,阳朔西街奇妙体验,38,4,广西壮族自治区
68464,百鸟岩,广西·河池·巴马县,0.82,\N,广西壮族自治区河池市巴马县甲篆乡烈屯西北面的漠斋山下,百鸟岩是大自然几亿年来的“杰作”,68,212,广西壮族自治区
68465,桂林锦龙国际赛车场,广西·桂林·荔浦县,0,\N,桂林市荔浦县马岭镇地狮村口锦龙国际赛车场（阳朔高田高速出口往荔浦方向8公里）,车神挑战者，为你演绎速度与激情,89,30,广西壮族自治区
68466,桂林乐8小城,广西·桂林·临桂县,0,\N,广西省桂林市临桂区临桂镇西城大道东侧时代枫林美食街内（粤点私厨东100米）,儿童社会角色主题乐园,99,12,广西壮族自治区
68467,贺州园博园,广西·贺州·八步区,0,\N,广西省贺州市八步区莲塘镇东鹿村与平桂区鹅塘镇厦岛村交界范围,生态贺州、长寿胜地,30,88,广西壮族自治区
68468,石门谷,广西·防城港·屏峰雨林公园,0,\N,广西东兴市马路镇平丰村,原始状态的热带雨林，环境优美，空气清新,23.5,38,广西壮族自治区
68469,月亮山,广西·桂林·阳朔县,0.8,3A景区,广西壮族自治区桂林市阳朔县叠翠路35号,惟妙惟肖的天生景观，世界唯有此处,10.8,22,广西壮族自治区
68470,阳朔西街,广西·桂林·阳朔县,0.92,\N,广西省桂林市阳朔县西街步行街,小家碧玉的村镇建筑，国际情调的人文景观,38,38,广西壮族自治区
68511,腾格里金沙海,宁夏·中卫·沙坡头区,0,\N,宁夏沙坡头区迎水桥镇迎闫公路与小湖路交汇处,感受它的沙漠之魅、丝路之魂、生态之秀,100,32,宁夏回族自治区
68513,须弥山石窟旅游区,宁夏·固原·原州区,0.94,4A景区,宁夏省固原市三营镇黄铎堡街须弥山石窟文物管理所,石窟艺术和宗教文化,24,116,宁夏回族自治区
68514,趣立方儿童职业体验馆,宁夏·银川·兴庆区,0,\N,宁夏回族自治区银川市兴庆区丽景北街中国穆斯林国际商贸城主楼4层,模拟体验社会职业角色了解、接触真实世界,10,8,宁夏回族自治区
